wp_post_id,title,ical_url,brassbell_url,blocked_ranges,available_nights
70043,Executive Studio With Sofa In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70043.ics,https://www.brassbell.net/property/executive-studio-with-sofa-in-the-center-of-downtown-cairo-ROOM-080/,1,214
70044,Executive Suite with Sofa Bed Near Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70044.ics,https://www.brassbell.net/property/executive-suite-with-sofa-bed-near-tahrir-square/,1,210
70045,High Floor Studio City Veiw Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70045.ics,,1,205
70046,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70046.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-134/,1,200
70047,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70047.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-135/,2,195
70048,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70048.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-136/,1,214
70049,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70049.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-137/,1,213
70050,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70050.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-138/,1,211
70051,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70051.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-139/,2,208
70052,High Floor Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70052.ics,https://www.brassbell.net/property/high-floor-studio-city-view-near-the-saudi-embassy-ROOM-140/,3,205
70053,High Floor Three Bedroom Apartments In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70053.ics,https://www.brassbell.net/property/high-floor-three-bedroom-apartments-in-the-center-of-zamalek-ROOM-019/,20,132
70054,King Room With Balcony In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70054.ics,https://www.brassbell.net/property/king-room-with-balcony-in-the-center-of-downtown-cairo-ROOM-001/,0,215
70055,King Studio In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70055.ics,https://www.brassbell.net/property/king-studio-in-the-center-of-downtown-cairo-ROOM-003/,6,203
70056,King Studio In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70056.ics,https://www.brassbell.net/property/king-studio-in-the-center-of-zamalek-ROOM-122/,1,214
70057,King Studio Near Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70057.ics,https://www.brassbell.net/property/king-studio-near-tahrir-square-ROOM-165/,3,207
70058,Loft City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70058.ics,https://www.brassbell.net/property/loft-city-view-ROOM-082/,2,213
70059,Loft Sea View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70059.ics,https://www.brassbell.net/property/loft-sea-view-ROOM-083/,7,195
70060,Nile View Studio Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70060.ics,https://www.brassbell.net/property/nile-view-studio-near-the-saudi-embassy-ROOM-41/,1,209
70061,Nile View Suite Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70061.ics,https://www.brassbell.net/property/nile-view-suite-near-the-saudi-embassy-ROOM-42/,2,206
70062,One Bed Apartment In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70062.ics,https://www.brassbell.net/property/one-bed-apartment-in-the-center-of-zamalek-ROOM-034/,1,209
70063,One Bedroom Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70063.ics,https://www.brassbell.net/property/one-bedroom-apartment-ROOM-090/,3,210
70064,One Bedroom Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70064.ics,https://www.brassbell.net/property/one-bedroom-apartment-ROOM-148-1BR/,2,207
70065,One Bedroom Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70065.ics,https://www.brassbell.net/property/one-bedroom-apartment-ROOM-154-1BR-502/,5,194
70066,One Bedroom Apartment City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70066.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-ROOM-091/,1,213
70067,One Bedroom Apartment City View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70067.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-017/,1,209
70068,One Bedroom Apartment city view In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70068.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-021/,4,199
70069,One Bedroom Apartment City view In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70069.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-024/,1,214
70070,One Bedroom Apartment City View King bed In The Center OF Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70070.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-king-bed-in-the-center-of-downtown-cairo-BID-5001/,1,214
70071,One Bedroom Apartment city View King bed In The Center OF Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70071.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-king-bed-in-the-center-of-downtown-cairo-BID-5016-5002/,1,209
70072,One Bedroom Apartment City View King bed In The Center OF Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70072.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-king-bed-in-the-center-of-downtown-cairo-BID-5019/,1,213
70073,One Bedroom Apartment City View King bed In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70073.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-king-bed-in-the-center-of-downtown-cairo-ROOM-096/,2,208
70074,One Bedroom Apartment City View Next to Om Kolthoom Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70074.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-next-to-om-kolthoom-hotel-ROOM-009/,1,202
70075,One Bedroom Apartment City view Twin bed In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70075.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-twin-bed-in-the-center-of-downtown-cairo-BID-5010/,1,212
70076,One Bedroom Apartment City View Twin bed In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70076.ics,https://www.brassbell.net/property/one-bedroom-apartment-city-view-twin-bed-in-the-center-of-downtown-cairo-ROOM-097/,1,213
70077,One Bedroom Apartment Garden View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70077.ics,https://www.brassbell.net/property/one-bedroom-apartment-garden-view-in-the-center-of-zamalek-ROOM-016/,2,205
70078,One Bedroom Apartment In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70078.ics,https://www.brassbell.net/property/one-bedroom-apartment-in-the-center-of-downtown-cairo-ROOM-052/,1,214
70079,One Bedroom Apartment Partial Nile View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70079.ics,https://www.brassbell.net/property/one-bedroom-apartment-partial-nile-view-near-the-saudi-embassy-ROOM-146/,0,215
70080,One Bedroom Apartment Sea View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70080.ics,https://www.brassbell.net/property/one-bedroom-apartment-sea-view-ROOM-089/,11,178
70081,One-Bedroom Apartment with Balcony and City View In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70081.ics,https://www.brassbell.net/property/one-bedroom-apartment-with-balcony-and-city-view-in-the-center-of-downtown-cairo-ROOM-007/,1,214
70082,One Bedroom Apartment With Balcony City View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70082.ics,https://www.brassbell.net/property/one-bedroom-apartment-with-balcony-city-view-in-the-center-of-zamalek-ROOM-020/,3,196
70083,One-Bedroom Deluxe Apartment In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70083.ics,https://www.brassbell.net/property/one-bedroom-deluxe-apartment-in-the-center-of-downtown-cairo-ROOM-006/,3,203
70084,One Bedroom Suite city view Next To Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70084.ics,https://www.brassbell.net/property/one-bedroom-suite-city-view-next-to-tahrir-square-ROOM-051/,15,172
70085,Partial Nile View Studio Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70085.ics,https://www.brassbell.net/property/partial-nile-view-studio-near-the-saudi-embassy-ROOM-123/,5,193
70086,Partial Nile View Studio Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70086.ics,https://www.brassbell.net/property/partial-nile-view-studio-near-the-saudi-embassy-ROOM-143/,1,206
70087,Partial Nile View Studio Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70087.ics,https://www.brassbell.net/property/partial-nile-view-studio-near-the-saudi-embassy-ROOM-144/,1,214
70088,Partial Nile View Studio Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70088.ics,https://www.brassbell.net/property/partial-nile-view-studio-near-the-saudi-embassy-ROOM-145/,1,214
70089,Queen Studio In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70089.ics,https://www.brassbell.net/property/queen-studio-in-the-center-of-downtown-cairo/,0,215
70090,Queen Studio Near Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70090.ics,https://www.brassbell.net/property/queen-studio-near-tahrir-square/,1,211
70091,Spacious Studio Near Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70091.ics,https://www.brassbell.net/property/spacious-studio-near-tahrir-square-ROOM-166/,10,190
70092,Spacious Suite In a Boutique Hotel With Breakfast,https://mohamedmaged3002-droid.github.io/brassbell-ical/70092.ics,https://www.brassbell.net/property/spacious-suite-in-a-boutique-hotel-with-breakfast-ROOM-027/,10,179
70093,Spacious Suite In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70093.ics,https://www.brassbell.net/property/spacious-suite-in-the-center-of-zamalek-ROOM-038/,4,202
70094,Standard room In a Boutique Hotel With Breakfast,https://mohamedmaged3002-droid.github.io/brassbell-ical/70094.ics,https://www.brassbell.net/property/standard-room-in-a-boutique-hotel-with-breakfast-ROOM-026/,1,213
70095,Standard Room King Bed City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70095.ics,https://www.brassbell.net/property/standard-room-king-bed-city-view/,9,182
70096,Standard Room King Bed Nile View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70096.ics,https://www.brassbell.net/property/standard-room-king-bed-nile-view/,5,201
70097,Standard Room Twin Bed City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70097.ics,https://www.brassbell.net/property/standard-room-twin-bed-city-view/,6,192
70098,Standard Room Twin Bed Nile View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70098.ics,https://www.brassbell.net/property/standard-room-twin-bed-nile-view/,0,215
70100,Standard Studio Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70100.ics,https://www.brassbell.net/property/standard-studio-apartment-ROOM-149-Studio/,0,215
70101,Standard Studio City View Next To Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70101.ics,https://www.brassbell.net/property/standard-studio-city-view-next-to-tahrir-square/,1,214
70102,Standard Studio In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70102.ics,https://www.brassbell.net/property/standard-studio-in-the-center-of-downtown-cairo-ROOM-079/,1,214
70103,Standard Studio In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70103.ics,,1,211
70104,Standard Studio In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70104.ics,https://www.brassbell.net/property/standard-studio-in-the-center-of-zamalek-ROOM-033/,1,213
70105,Standard Studio In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70105.ics,https://www.brassbell.net/property/standard-studio-in-the-center-of-zamalek-ROOM-036/,1,214
70106,Standard Studio Near Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70106.ics,https://www.brassbell.net/property/standard-studio-near-tahrir-square-ROOM-062/,1,213
70107,Standard Studio Queen bed,https://mohamedmaged3002-droid.github.io/brassbell-ical/70107.ics,https://www.brassbell.net/property/standard-studio-queen-bed/,0,215
70108,Standard triple room king bed and 2 Twin bed,https://mohamedmaged3002-droid.github.io/brassbell-ical/70108.ics,https://www.brassbell.net/property/standard-triple-room-king-bed-and-2-twin-bed/,1,203
70109,Standard With Balcony in a Boutique Hotel With Breakfast,https://mohamedmaged3002-droid.github.io/brassbell-ical/70109.ics,https://www.brassbell.net/property/standard-with-balcony-in-a-boutique-hotel-with-breakfast/,0,215
70110,Studio city veiw Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70110.ics,https://www.brassbell.net/property/studio-city-veiw-near-the-saudi-embassy-ROOM-40/,3,207
70111,Studio City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70111.ics,https://www.brassbell.net/property/studio-city-view-ROOM-084/,1,213
70112,Studio City View In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70112.ics,https://www.brassbell.net/property/studio-city-view-in-the-center-of-downtown-cairo-Bid-5020/,1,214
70113,Studio City View In the Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70113.ics,https://www.brassbell.net/property/studio-city-view-in-the-center-of-downtown-cairo-ROOM-095/,1,214
70114,Studio city view In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70114.ics,https://www.brassbell.net/property/studio-city-view-in-the-center-of-zamalek-ROOM-023/,2,212
70115,Studio City View Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70115.ics,https://www.brassbell.net/property/studio-city-view-near-the-saudi-embassy-ROOM-141/,3,204
70116,Studio city view Near The Saudi Embassy,https://mohamedmaged3002-droid.github.io/brassbell-ical/70116.ics,https://www.brassbell.net/property/studio-city-view-near-the-saudi-embassy-ROOM-142/,1,208
70117,Studio City view Next to Om Kolthoom Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70117.ics,https://www.brassbell.net/property/studio-city-view-next-to-om-kolthoom-hotel-ROOM-008/,10,182
70118,Studio Sea View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70118.ics,https://www.brassbell.net/property/studio-sea-view-ROOM-085/,1,212
70119,Studio Twin Bed Garden View with Balcony,https://mohamedmaged3002-droid.github.io/brassbell-ical/70119.ics,https://www.brassbell.net/property/studio-twin-bed-garden-view-with-balcony/,3,212
70120,Studio With Balcony In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70120.ics,https://www.brassbell.net/property/studio-with-balcony-in-the-center-of-downtown-cairo-ROOM-004/,1,213
70121,Studio with Garden View In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70121.ics,https://www.brassbell.net/property/studio-with-garden-view-in-the-center-of-zamalek-ROOM-015/,2,210
70122,Studio With Kitchenette And Balcony Next To Tahrir Square,https://mohamedmaged3002-droid.github.io/brassbell-ical/70122.ics,https://www.brassbell.net/property/studio-with-kitchenette-and-balcony-next-to-tahrir-square-ROOM-050/,2,213
70123,Studio With Sofa Bed In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70123.ics,https://www.brassbell.net/property/studio-with-sofa-bed-in-the-center-of-downtown-cairo-ROOM-128/,1,214
70124,Suite City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70124.ics,https://www.brassbell.net/property/suite-city-view-ROOM-086/,1,214
70125,Suite Sea View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70125.ics,https://www.brassbell.net/property/suite-sea-view-ROOM-087/,3,209
70126,Suite with balcony,https://mohamedmaged3002-droid.github.io/brassbell-ical/70126.ics,https://www.brassbell.net/property/suite-with-balcony-/,1,211
70127,Suite With Balcony In a Boutique Hotel With Breakfast,https://mohamedmaged3002-droid.github.io/brassbell-ical/70127.ics,https://www.brassbell.net/property/suite-with-balcony-in-a-boutique-hotel-with-breakfast/,3,206
70128,Superior Apartment With City View In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70128.ics,https://www.brassbell.net/property/superior-apartment-with-city-view-in-the-center-of-downtown-cairo-ROOM-005/,1,213
70129,Superior Studio With Balcony,https://mohamedmaged3002-droid.github.io/brassbell-ical/70129.ics,https://www.brassbell.net/property/superior-studio-with-balcony-/,3,210
70130,Three Bedroom Apartment City view Next to Om Kolthoom Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70130.ics,https://www.brassbell.net/property/three-bedroom-apartment-city-view-next-to-om-kolthoom-hotel-ROOM-012/,4,185
70131,Three Bedroom Apartment In The Center Of Downtown Cairo,https://mohamedmaged3002-droid.github.io/brassbell-ical/70131.ics,https://www.brassbell.net/property/three-bedroom-apartment-in-the-center-of-downtown-cairo-ROOM-054/,1,208
70132,Three Bedroom Apartment Nile view Next to Om Kolthoom Hotel,https://mohamedmaged3002-droid.github.io/brassbell-ical/70132.ics,https://www.brassbell.net/property/three-bedroom-apartment-nile-view-next-to-om-kolthoom-hotel-ROOM-013/,4,163
70133,Three Bedrooms Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70133.ics,https://www.brassbell.net/property/three-bedrooms-apartment-ROOM-153-3BR/,1,212
70134,Three Bedrooms Apartment Pyramids View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70134.ics,https://www.brassbell.net/property/three-bedrooms-apartment-pyramids-view-ROOM-152-3BR-DLX/,6,191
70135,Two Bedroom Apartment,https://mohamedmaged3002-droid.github.io/brassbell-ical/70135.ics,https://www.brassbell.net/property/two-bedroom-apartment/,1,210
70136,Two Bedroom Apartment City View,https://mohamedmaged3002-droid.github.io/brassbell-ical/70136.ics,https://www.brassbell.net/property/two-bedroom-apartment-city-view-2BRACV-3SB/,8,201
70137,Two Bedroom Apartment City view,https://mohamedmaged3002-droid.github.io/brassbell-ical/70137.ics,https://www.brassbell.net/property/two-bedroom-apartment-city-view-ROOM-093/,4,206
70138,Two Bedroom Apartment City view In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70138.ics,https://www.brassbell.net/property/two-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-022/,6,189
70139,Two Bedroom Apartment City view In The Center Of Zamalek,https://mohamedmaged3002-droid.github.io/brassbell-ical/70139.ics,https://www.brassbell.net/property/two-bedroom-apartment-city-view-in-the-center-of-zamalek-ROOM-025/,10,151
